1.000000000000000e-03	8.838303768385846e+02
2.000000000000000e-03	8.838975102263940e+02
3.000000000000000e-03	8.839409436347852e+02
4.000000000000000e-03	8.839775210441745e+02
5.000000000000000e-03	8.840113317687660e+02
6.000000000000000e-03	8.840438652935014e+02
7.000000000000000e-03	8.840757769304610e+02
8.000000000000000e-03	8.841073890097822e+02
9.000000000000001e-03	8.841388737509150e+02
1.000000000000000e-02	8.841703239403060e+02
1.100000000000000e-02	8.842017916570475e+02
1.200000000000000e-02	8.842333068568906e+02
1.300000000000000e-02	8.842648865484675e+02
1.400000000000000e-02	8.842965409545044e+02
1.500000000000000e-02	8.843282756869459e+02
1.600000000000000e-02	8.843600952438208e+02
1.700000000000000e-02	8.843920017887515e+02
1.800000000000000e-02	8.844239964908932e+02
1.900000000000000e-02	8.844560800502702e+02
2.000000000000000e-02	8.844882565743594e+02
2.100000000000000e-02	8.845205227451411e+02
2.200000000000000e-02	8.845528772605318e+02
2.300000000000000e-02	8.845853204513494e+02
2.400000000000000e-02	8.846178526272546e+02
2.500000000000000e-02	8.846504740856873e+02
2.600000000000000e-02	8.846831851172710e+02
2.700000000000000e-02	8.847159860090832e+02
2.800000000000000e-02	8.847488770466326e+02
2.900000000000000e-02	8.847818585150576e+02
3.000000000000000e-02	8.848149306998496e+02
3.100000000000000e-02	8.848480938872913e+02
3.200000000000000e-02	8.848813483647219e+02
3.300000000000000e-02	8.849146944206965e+02
3.400000000000000e-02	8.849481323450826e+02
3.500000000000000e-02	8.849816624291191e+02
3.600000000000000e-02	8.850152849654515e+02
3.700000000000000e-02	8.850490002481546e+02
3.800000000000000e-02	8.850828085727453e+02
3.900000000000000e-02	8.851167102361932e+02
4.000000000000000e-02	8.851507055369265e+02
4.100000000000000e-02	8.851847947748378e+02
4.200000000000000e-02	8.852189782512886e+02
4.300000000000000e-02	8.852532562691140e+02
4.400000000000000e-02	8.852876291326268e+02
4.500000000000000e-02	8.853220971476230e+02
4.600000000000000e-02	8.853566606213855e+02
4.700000000000000e-02	8.853913198626901e+02
4.800000000000000e-02	8.854260751818113e+02
4.900000000000000e-02	8.854609268905270e+02
5.000000000000000e-02	8.854958753021257e+02
5.100000000000000e-02	8.855309207314120e+02
5.200000000000000e-02	8.855660634947142e+02
5.300000000000000e-02	8.856013039098895e+02
5.400000000000000e-02	8.856366422963328e+02
5.500000000000000e-02	8.856720789749833e+02
5.600000000000000e-02	8.857076142683316e+02
5.700000000000000e-02	8.857432485004286e+02
5.800000000000000e-02	8.857789819968925e+02
5.900000000000000e-02	8.858148150849173e+02
6.000000000000000e-02	8.858507480932813e+02
6.100000000000000e-02	8.858867813523551e+02
6.200000000000000e-02	8.859229151941107e+02
6.300000000000000e-02	8.859591499521307e+02
6.400000000000000e-02	8.859954859616165e+02
6.500000000000000e-02	8.860319235593983e+02
6.600000000000000e-02	8.860684630839438e+02
6.700000000000000e-02	8.861051048753682e+02
6.800000000000000e-02	8.861418492754432e+02
6.900000000000001e-02	8.861786966276072e+02
7.000000000000001e-02	8.862156472769752e+02
7.100000000000001e-02	8.862527015703483e+02
7.200000000000001e-02	8.862898598562234e+02
7.300000000000000e-02	8.863271221344564e+02
7.400000000000000e-02	8.863644887457299e+02
7.500000000000000e-02	8.864019600427820e+02
7.600000000000000e-02	8.864395363800542e+02
7.700000000000000e-02	8.864772181137025e+02
7.800000000000000e-02	8.865150056016089e+02
7.900000000000000e-02	8.865528992033917e+02
8.000000000000000e-02	8.865908992804182e+02
8.100000000000000e-02	8.866290061958157e+02
8.200000000000000e-02	8.866672203144841e+02
8.300000000000000e-02	8.867055420031070e+02
8.400000000000001e-02	8.867439716306255e+02
8.500000000000001e-02	8.867825095668921e+02
8.600000000000001e-02	8.868211561839991e+02
8.700000000000001e-02	8.868599118558870e+02
